MonthlyDisposableIncome,MonthlyLoanInstallment,YearOfBirth,Collateral,MaritalStatus,DaysPastDue
3812,1380,'1956',Yes,1,92
2532,1149,'1974',No,1,101
2613,962,'1983',Yes,1,0
5373,1395,'1987',Yes,1,0
4631,987,'1988',Yes,1,0
4002,1281,'1983',Yes,0,0
2144,822,'1989',Yes,1,63
3043,826,'1978',No,1,0
1591,1096,'1982',No,1,107
4632,1336,'1966',No,0,94
3187,977,'1989',Yes,0,0
1271,629,'1962',Yes,0,94
2613,843,'1974',Yes,0,0
2154,793,'1975',Yes,1,10
2297,600,'1977',Yes,0,0
2271,875,'1984',Yes,0,22
4563,1073,'1983',Yes,0,0
1847,1061,'1959',Yes,1,99
3773,1182,'1976',Yes,0,0
3074,1402,'1981',No,1,96
2626,781,'1954',No,0,94
3907,1282,'1981',Yes,1,0
2477,1350,'1986',Yes,0,97
2955,1165,'1990',Yes,0,92
2585,949,'1974',Yes,1,29
4156,1373,'1990',Yes,0,92
2973,1134,'1994',Yes,1,82
3625,1078,'1969',Yes,1,0
3296,1079,'1995',Yes,1,0
3374,1217,'1976',Yes,1,0
3866,1504,'1973',Yes,1,0
5201,1553,'1992',Yes,1,0
2549,1397,'1955',No,1,107
4241,984,'1982',No,1,0
4270,902,'1975',Yes,0,0
4127,1070,'1935',No,1,94
3913,1344,'1960',Yes,0,12
5003,1335,'1982',Yes,0,0
1752,1120,'1985',Yes,0,101
3352,932,'1990',Yes,1,0
2824,1219,'1981',Yes,1,0
3427,953,'1989',Yes,1,0
5028,1250,'1996',Yes,1,0
3265,1106,'1948',Yes,1,91
3338,1084,'1987',No,0,94
3407,1431,'1971',Yes,1,79
3878,990,'1946',No,1,93
4457,968,'1931',Yes,0,0
3579,1100,'1970',Yes,1,0
4043,1077,'1955',No,0,52
3298,1170,'1983',Yes,0,92
3723,1237,'1988',No,0,8
3320,958,'1980',Yes,1,0
5007,1554,'1981',Yes,1,0
4051,972,'1964',Yes,0,0
2011,1270,'1933',No,1,111
3393,1079,'1979',Yes,1,0
5084,1393,'1991',Yes,1,0
2826,1319,'1993',No,1,99
3193,1131,'1982',Yes,0,91
4774,866,'1985',Yes,1,0
2547,1121,'1980',Yes,1,93
2683,1370,'1986',Yes,1,98
2302,915,'1977',No,0,20
3391,1177,'1985',Yes,1,36
4484,1050,'1978',Yes,1,0
5463,1200,'1984',Yes,1,0
5228,1333,'1992',Yes,1,0
3463,1161,'1988',Yes,1,0
2217,958,'1991',Yes,0,91
4277,1019,'1951',Yes,0,0
3871,1204,'1986',Yes,1,0
4884,721,'1988',Yes,0,0
3721,1136,'1979',Yes,1,0
5982,1302,'1990',Yes,1,0
3860,1209,'1981',No,1,91
2789,1068,'1979',No,1,92
2881,838,'1976',Yes,0,6
2384,668,'1988',Yes,0,0
4686,989,'1989',Yes,1,0
3528,591,'1988',Yes,0,0
3791,1057,'1989',Yes,1,0
2955,1181,'1982',No,0,94
3433,987,'1979',Yes,0,0
3616,918,'1973',No,0,21
3763,948,'1985',Yes,1,0
6090,1164,'1989',Yes,1,0
3073,833,'1974',No,0,92
3722,1316,'1980',Yes,1,17
2486,1111,'1964',No,1,98
4545,1077,'1940',No,0,93
2930,1208,'1958',Yes,1,93
4300,1358,'1995',Yes,0,0
4445,1431,'1989',No,1,92
4972,510,'1957',Yes,0,0
3689,1290,'1983',Yes,1,24
4259,1023,'1979',No,1,0
3551,1000,'1973',No,1,49
3754,725,'1970',Yes,0,0
3174,1049,'1993',No,0,79
3954,1326,'1959',No,1,59
3499,1223,'1993',Yes,0,0
3032,941,'1987',Yes,1,0
2659,1258,'1989',Yes,0,78
2940,484,'1986',Yes,1,0
4124,1057,'1982',Yes,1,0
2936,1256,'1943',No,0,103
3600,1138,'1972',Yes,1,17
3953,1624,'1992',Yes,0,35
4329,1359,'1974',No,1,91
3210,1144,'1988',Yes,0,95
4343,949,'1992',Yes,1,0
4745,1554,'1986',Yes,1,0
4204,992,'1992',Yes,1,0
5211,1026,'1986',No,0,0
4518,1136,'1979',Yes,0,0
3856,1026,'1987',No,1,0
3398,724,'1984',Yes,1,0
3598,1239,'1964',Yes,0,0
3419,1023,'1966',No,1,92
3288,1015,'1991',No,1,49
3490,946,'1981',Yes,1,0
3790,1019,'1994',Yes,1,0
5950,1296,'1977',Yes,1,0
3468,797,'1993',Yes,1,0
2672,944,'1991',Yes,1,0
2298,927,'1984',Yes,0,0
2127,919,'1983',No,1,95
2157,1286,'1986',Yes,0,100
4689,945,'1975',Yes,0,0
3598,1016,'1986',Yes,1,0
2072,1251,'1967',Yes,1,102
1902,885,'1992',No,1,101
2667,1270,'1982',Yes,1,96
3111,728,'1951',Yes,1,0
4799,907,'1969',Yes,1,0
4282,1141,'1989',No,1,0
3954,1053,'1997',Yes,1,0
2525,1536,'1982',No,1,100
4232,638,'1965',Yes,0,0
3961,1289,'1982',Yes,1,0
4521,829,'1972',No,1,0
5311,1036,'1978',Yes,1,0
2524,1098,'1981',Yes,1,64
3790,1127,'1964',No,1,48
3340,1309,'1982',Yes,0,44
3625,1292,'1994',Yes,1,0
6324,1571,'1979',Yes,1,0
3331,1275,'1992',Yes,0,33
1118,623,'1957',Yes,0,98
4187,1307,'1975',No,0,23
4266,1382,'1985',Yes,1,0
4582,844,'1972',Yes,1,0
2108,834,'1989',Yes,0,18
3197,1180,'1963',No,1,94
1954,1005,'1991',No,1,99
2441,959,'1984',Yes,0,53
3899,985,'1979',Yes,0,0
2872,1023,'1978',No,1,56
3949,1172,'1970',Yes,1,29
4116,1045,'1984',Yes,0,0
1025,1042,'1976',Yes,1,123
4134,876,'1990',Yes,1,0
4278,845,'1993',No,0,0
3486,1230,'1976',No,1,89
2804,1253,'1991',No,1,100
4053,1093,'1988',Yes,0,0
3759,1389,'1982',Yes,1,0
1829,822,'1985',No,0,98
3115,996,'1996',Yes,0,58
3969,1056,'1970',Yes,0,0
5582,1350,'1976',Yes,0,0
3274,1065,'1986',No,0,0
4477,1399,'1970',Yes,1,18
3918,787,'1991',Yes,0,0
4133,1265,'1988',Yes,1,0
5192,908,'1979',Yes,0,0
5222,1128,'1956',Yes,0,0
1615,749,'1974',Yes,0,92
6018,1135,'1989',Yes,1,0
3172,1072,'1948',Yes,0,91
2492,1024,'1976',Yes,1,15
4038,1254,'1989',Yes,1,0
3120,749,'1976',Yes,1,0
3576,1061,'1989',No,1,92
4082,1096,'1988',No,1,0
1811,1038,'1991',Yes,1,100
3170,786,'1989',Yes,0,0
3242,1155,'1987',Yes,1,91
3458,1263,'1982',Yes,1,0
2023,1109,'1980',Yes,1,101
3787,1231,'1974',No,0,36
3771,680,'1975',No,0,0
3012,840,'1965',Yes,1,0
3637,1029,'1983',No,0,0
3448,835,'1992',No,1,0
4058,941,'1989',No,1,0
5145,1524,'1982',Yes,0,0
3941,1288,'1994',Yes,1,0
2909,904,'1994',Yes,0,0
3304,1028,'1971',Yes,0,0
4113,1105,'1993',Yes,0,0
2802,979,'1981',No,1,92
2800,911,'1992',Yes,1,56
1134,1140,'1972',Yes,1,116
1715,711,'1978',No,1,94
2977,973,'1977',Yes,1,0
3319,662,'1977',Yes,0,0
2155,1208,'1980',Yes,0,95
3798,1088,'1980',Yes,1,0
3028,1155,'1945',Yes,1,28
2905,1013,'1972',Yes,0,0
5027,1147,'1987',Yes,1,0
4478,1342,'1986',No,0,23
2667,943,'1981',No,1,95
3765,1206,'1988',Yes,1,0
3177,1547,'1986',Yes,1,98
4311,1073,'1986',No,1,0
2760,954,'1992',No,0,91
4197,1062,'1990',No,1,81
3282,970,'1972',No,1,0
3350,934,'1988',Yes,0,0
2160,1054,'1974',No,1,98
3764,1208,'1993',Yes,1,0
3626,764,'1987',Yes,1,0
4884,1149,'1982',Yes,0,0
2836,1032,'1988',No,1,98
2221,946,'1992',Yes,1,0
5153,1201,'1996',Yes,1,0
2854,1150,'1984',Yes,0,76
4168,1131,'1986',Yes,1,0
3348,1323,'1990',Yes,1,92
4833,1636,'1986',Yes,1,0
3624,1027,'1986',Yes,1,0
4879,1347,'1990',Yes,1,0
3008,882,'1961',Yes,0,0
4691,1246,'1965',Yes,1,0
3004,832,'1982',No,1,91
3671,773,'1991',Yes,1,0
4081,1149,'1987',Yes,1,0
475,954,'1983',Yes,0,168
3594,791,'1990',Yes,1,0
3874,817,'1969',Yes,1,0
3280,1186,'1971',No,1,94
3649,802,'1969',Yes,1,0
3921,1325,'1969',Yes,1,0
2899,1250,'1971',Yes,0,92
3940,1152,'1987',No,1,0
2963,724,'1990',Yes,0,0
3751,1431,'1985',Yes,0,0
3399,736,'1946',No,1,91
4624,1168,'1968',Yes,1,0
4715,1069,'1985',No,1,0
4763,1078,'1986',No,0,0
2060,764,'1943',Yes,1,94
4106,1152,'1985',No,1,44
4092,1225,'1949',Yes,1,0
3486,846,'1979',Yes,0,0
1908,971,'1985',No,1,96
4155,1326,'1993',Yes,1,0
4739,1658,'1943',No,0,95
3055,935,'1975',No,1,92
2866,982,'1991',Yes,1,0
3199,1063,'1992',No,1,95
3829,1031,'1938',Yes,1,92
4132,1206,'1990',No,0,67
901,1257,'1991',No,1,140
2976,1221,'1984',No,0,95
2505,1234,'1953',Yes,1,99
3363,1190,'1987',No,1,94
2376,877,'1994',No,0,92
4860,1129,'1984',Yes,1,0
3481,1430,'1989',Yes,0,56
4079,1017,'1986',No,1,0
3420,877,'1955',No,1,85
3945,821,'1960',Yes,0,0
3352,760,'1959',Yes,0,0
3676,850,'1983',Yes,1,0
2543,934,'1975',Yes,1,29
4845,1416,'1968',Yes,1,0
4444,1205,'1983',Yes,1,0
3029,1063,'1985',Yes,1,0
1589,1050,'1984',Yes,1,101
5256,1625,'1982',No,1,78
1904,742,'1982',Yes,1,16
3547,675,'1983',No,1,0
4036,934,'1984',No,1,0
2491,640,'1989',Yes,1,0
3786,1198,'1977',Yes,1,0
3929,1170,'1977',Yes,0,0
3359,825,'1991',Yes,0,0
3793,1318,'1984',Yes,1,0
4098,1566,'1993',No,0,96
2461,1389,'1979',Yes,1,96
6070,1425,'1985',Yes,0,0
4020,1105,'1978',Yes,1,0
4125,1307,'1988',Yes,0,0
4664,1159,'1987',No,1,0
4720,1560,'1988',No,0,83
3212,1303,'1986',Yes,1,55
3637,1157,'1985',Yes,1,77
3306,1239,'1975',No,0,93
3751,1263,'1978',No,0,18
3794,1013,'1996',Yes,0,0
3313,1020,'1978',No,1,0
4397,1199,'1975',Yes,1,0
4227,1233,'1969',No,1,94
3691,978,'1987',No,1,17
3960,715,'1989',No,1,0
2975,724,'1977',Yes,0,0
6761,1465,'1962',Yes,1,0
2606,1159,'1980',No,1,95
3372,1050,'1987',Yes,0,0
2979,1187,'1989',Yes,1,92
3364,1323,'1989',No,1,94
3165,689,'1963',No,1,0
1708,495,'1972',Yes,1,0
2851,778,'1986',No,1,13
3890,1045,'1984',No,1,0
4102,1095,'1958',Yes,1,0
4123,1128,'1974',Yes,1,0
2499,1139,'1988',No,1,100
2877,1291,'1938',Yes,0,100
3605,1258,'1983',Yes,1,0
3303,833,'1977',Yes,1,0
3632,1022,'1980',Yes,1,0
3865,1362,'1993',No,0,92
3027,983,'1993',No,1,2
2642,1340,'1982',Yes,0,94
3545,1208,'1993',Yes,0,94
2599,873,'1985',Yes,1,0
3523,994,'1985',No,1,92
4980,968,'1990',No,0,0
3418,577,'1994',Yes,1,0
5553,1345,'1983',Yes,1,0
3144,1015,'1963',Yes,1,59
2948,820,'1954',No,1,92
2962,964,'1962',Yes,0,0
4610,906,'1960',Yes,1,0
3114,1195,'1984',Yes,0,93
3516,1102,'1990',Yes,0,0
3782,1023,'1977',Yes,0,0
2437,1069,'1976',No,0,95
4241,968,'1993',No,0,0
3222,1091,'1984',Yes,1,0
5681,940,'1979',Yes,1,0
2213,982,'1986',Yes,1,53
5235,1296,'1987',No,1,0
3547,821,'1992',No,1,0
3480,1416,'1992',Yes,0,13
2807,1587,'1987',No,1,105
2617,1028,'1954',No,1,100
4624,908,'1996',Yes,1,0
3068,1256,'1991',No,1,98
3056,1127,'1961',Yes,0,50
3744,1020,'1983',No,1,0
3405,1046,'1982',Yes,1,0
1563,736,'1988',Yes,1,91
2551,793,'1989',Yes,1,0
3930,1529,'1985',No,1,97
4157,1255,'1982',No,1,0
3037,916,'1967',Yes,0,0
3998,1212,'1991',Yes,1,58
4999,1307,'1984',Yes,1,0
3499,927,'1990',No,1,0
4369,1393,'1977',Yes,1,8
4571,1329,'1984',No,1,0
4656,1160,'1981',Yes,1,0
2807,1073,'1992',No,1,97
4418,1232,'1954',No,1,79
3295,1243,'1986',Yes,1,0
2608,783,'1990',Yes,0,0
3034,1089,'1981',Yes,1,0
3023,1290,'1988',No,1,96
2288,1248,'1980',Yes,0,91
3158,552,'1980',Yes,1,0
3094,829,'1983',No,1,0
4715,1057,'1987',No,1,0
2496,914,'1988',Yes,0,45
2342,774,'1973',Yes,0,63
4350,866,'1985',Yes,1,8
4365,1229,'1982',No,1,0
3436,874,'1969',No,1,0
4304,1063,'1955',Yes,0,0
3587,1072,'1981',No,1,0
2235,911,'1973',No,1,92
4460,1124,'1979',No,0,34
2543,1290,'1997',Yes,0,97
3643,1182,'1986',Yes,0,0
4743,1109,'1989',Yes,1,0
4745,1241,'1970',No,0,0
4730,1428,'1987',No,1,94
4742,1264,'1988',Yes,1,0
4774,1356,'1955',Yes,1,0
4818,1077,'1955',No,1,70
4960,1736,'1980',Yes,0,0
2232,1077,'1989',No,1,101
3064,1318,'1987',Yes,1,82
5596,1396,'1986',Yes,1,0
1488,1152,'1978',No,0,113
2011,645,'1965',Yes,1,0
5549,1202,'1992',Yes,1,0
3850,1386,'1974',Yes,0,0
2443,1451,'1970',No,1,105
3762,1198,'1992',No,0,96
3035,1240,'1976',Yes,1,0
4364,1189,'1991',Yes,0,0
3229,1019,'1954',No,0,91
2677,1341,'1985',No,1,97
4907,949,'1987',Yes,1,0
3804,1058,'1981',No,0,16
4749,1751,'1967',Yes,1,0
1454,562,'1985',Yes,0,39
3061,1220,'1992',No,1,96
3206,1275,'1993',Yes,0,91
2353,1173,'1990',Yes,0,94
2648,858,'1991',Yes,1,0
4211,1129,'1992',Yes,1,0
4227,913,'1973',Yes,1,0
2170,942,'1988',No,1,95
3310,938,'1958',Yes,1,0
4145,1324,'1987',Yes,1,0
2855,1162,'1994',No,0,99
1749,892,'1963',Yes,1,100
4344,1364,'1982',Yes,0,0
2025,751,'1979',Yes,1,0
3644,1225,'1983',No,1,62
2586,1129,'1988',Yes,1,37
5212,1309,'1975',No,1,0
3173,1131,'1985',Yes,1,0
4348,1150,'1983',No,1,84
4220,968,'1973',Yes,0,0
3819,1315,'1981',Yes,1,0
3202,1061,'1985',No,1,0
4417,1330,'1985',Yes,0,0
3873,1253,'1976',No,0,43
3487,861,'1981',Yes,0,0
3000,1190,'1980',Yes,1,0
3895,1052,'1966',Yes,1,0
3942,1252,'1984',No,1,92
5139,1570,'1975',Yes,1,0
1380,1254,'1989',Yes,1,113
1773,1094,'1982',Yes,0,99
2882,1137,'1985',Yes,1,27
3879,1113,'1978',Yes,1,0
3165,1104,'1993',Yes,0,0
3841,1190,'1980',Yes,1,0
4119,1509,'1976',No,1,99
2483,813,'1989',No,1,95
4665,1070,'1980',Yes,1,0
3305,1238,'1975',Yes,1,0
4665,1326,'1979',Yes,1,0
1895,1040,'1987',Yes,0,97
2100,873,'1983',Yes,1,92
3252,904,'1977',No,1,93
2473,1028,'1966',Yes,1,92
2687,882,'1972',No,0,92
3739,1297,'1978',No,1,74
3040,977,'1994',Yes,0,0
2290,1363,'1974',Yes,0,98
2775,1454,'1976',No,1,98
4847,1142,'1975',No,1,0
2648,787,'1977',Yes,1,0
3614,1204,'1975',Yes,1,0
3032,999,'1967',No,1,92
4318,949,'1957',Yes,0,0
2607,679,'1987',No,0,16
1810,688,'1991',Yes,0,0
3339,1393,'1964',Yes,0,59
2666,1148,'1993',Yes,0,95
2820,1061,'1987',No,0,0
2556,1160,'1988',No,1,96
5106,1028,'1981',Yes,1,0
4043,1202,'1986',No,0,0
3361,1200,'1969',Yes,1,0
4011,1023,'1986',Yes,1,0
4067,857,'1987',Yes,1,0
4134,1194,'1986',Yes,1,0
5573,1117,'1992',No,1,0
3751,904,'1973',No,1,0
3750,1413,'1988',Yes,1,0
3319,1240,'1983',Yes,1,0
3837,730,'1975',Yes,1,0
5119,1077,'1969',No,1,0
4158,1235,'1971',No,1,92
4216,1040,'1978',No,0,0
2705,1115,'1993',No,1,97
4715,964,'1976',No,1,0
5068,1084,'1978',No,1,24
4637,1031,'1991',Yes,1,0
3437,828,'1979',No,0,3
873,938,'1982',Yes,1,119
3270,1167,'1983',No,1,23
3394,672,'1970',Yes,1,0
6439,1391,'1986',Yes,0,0
4151,1215,'1975',No,0,0
3049,883,'1989',Yes,1,0
3381,1112,'1985',Yes,1,0
2924,1078,'1992',Yes,1,13
2964,924,'1977',No,0,0
3101,1183,'1974',Yes,1,27
4125,1466,'1978',No,0,0
4100,1157,'1982',Yes,0,0
3349,1021,'1948',Yes,1,0
5156,1137,'1968',Yes,1,0
2112,1226,'1965',No,0,103
3033,846,'1975',No,0,69
3798,1276,'1987',Yes,0,0
4706,1142,'1976',Yes,0,0
2069,1131,'1948',No,1,107
4398,1099,'1974',Yes,0,0
2698,677,'1978',No,0,0
3118,859,'1984',No,1,93
921,971,'1962',No,1,127
2413,993,'1983',Yes,1,92
4544,1302,'1991',No,1,63
3510,1157,'1975',Yes,1,0
3802,1257,'1988',Yes,1,0
4472,1152,'1985',Yes,0,0
3266,1171,'1989',Yes,1,0
2581,849,'1982',No,0,92
2848,977,'1975',No,1,93
3618,1154,'1978',No,1,17
3417,1037,'1996',No,0,92
4648,1357,'1952',Yes,1,0
3618,861,'1988',Yes,1,0
3995,926,'1980',Yes,0,0
3895,912,'1989',Yes,1,0
2809,932,'1979',Yes,1,71
4336,1378,'1989',No,1,95
3834,955,'1992',No,1,4
4530,1047,'1986',Yes,1,0
3470,912,'1977',Yes,1,0
4164,959,'1978',Yes,1,0
4948,1030,'1955',No,1,74
2976,1065,'1962',No,1,94
4471,1188,'1979',Yes,1,0
5312,1332,'1990',No,0,35
3261,748,'1997',Yes,1,0
2913,1269,'1959',Yes,1,95
3287,1309,'1990',No,0,96
3765,979,'1987',Yes,0,0
3370,1203,'1965',No,1,92
2692,1037,'1975',No,0,96
3186,1122,'1981',Yes,0,0
3277,1058,'1977',Yes,0,0
4252,1103,'1981',No,1,0
2995,907,'1982',No,0,27
2283,988,'1993',No,0,98
3167,896,'1978',Yes,0,0
4183,1033,'1980',No,0,78
3297,870,'1971',Yes,0,0
2023,972,'1986',Yes,1,78
3775,1004,'1980',Yes,0,0
4877,930,'1972',No,1,0
3465,940,'1967',Yes,0,0
2359,816,'1979',Yes,1,0
2257,1309,'1972',Yes,0,99
3744,1350,'1973',No,0,94
2755,961,'1986',Yes,0,0
4314,1299,'1978',Yes,0,0
5239,1123,'1983',No,1,0
2765,1274,'1989',Yes,1,94
3001,1403,'1986',No,0,96
2736,923,'1977',No,1,27
4740,1601,'1992',No,1,0
3725,1164,'1985',Yes,1,0
4760,958,'1986',No,0,0
5096,1013,'1990',No,1,0
2820,1330,'1978',Yes,1,92
4277,1057,'1980',Yes,1,0
3356,1069,'1965',Yes,1,39
2434,981,'1981',No,0,95
3446,1014,'1988',No,1,0
3717,847,'1984',No,0,0
3642,1175,'1968',No,0,53
3453,891,'1990',Yes,1,0
1789,947,'1987',Yes,1,94
2997,1117,'1987',Yes,1,48
4517,1232,'1983',Yes,0,0
3543,1296,'1986',No,1,94
3797,904,'1959',No,1,22
4051,911,'1943',No,1,92
3829,1137,'1988',Yes,1,0
3908,1066,'1996',Yes,1,0
2891,709,'1986',Yes,1,0
2686,953,'1988',Yes,0,0
4528,1126,'1991',No,1,53
3412,972,'1974',Yes,1,0
3712,1267,'1965',No,1,96
3455,1215,'1981',Yes,0,50
4543,1159,'1989',Yes,0,0
2604,978,'1984',No,0,95
3948,1515,'1975',Yes,1,0
3897,1057,'1971',No,1,94
5217,1161,'1990',No,1,0
3123,1104,'1972',No,1,93
4037,1379,'1995',Yes,1,29
4170,1581,'1980',No,1,92
4563,1324,'1987',Yes,1,0
2027,1078,'1970',No,0,103
3644,695,'1992',Yes,1,0
3790,694,'1984',Yes,1,0
2333,932,'1974',No,1,98
4311,1377,'1975',No,1,0
3059,1289,'1996',Yes,1,84
3106,1510,'1984',Yes,1,95
4418,1115,'1988',No,0,35
4180,1426,'1948',Yes,1,92
3847,1377,'1983',Yes,1,0
5631,1168,'1976',No,1,0
4143,1197,'1958',Yes,0,49
2513,950,'1994',Yes,1,0
3375,1049,'1965',No,1,96
4967,1018,'1971',No,1,83
4805,834,'1991',No,1,0
5557,1183,'1933',No,1,0
2395,794,'1987',Yes,1,0
1631,924,'1997',Yes,0,100
2943,808,'1964',No,1,92
2160,947,'1982',No,1,96
4171,1249,'1969',Yes,1,0
5814,1285,'1996',No,0,21
2891,1083,'1986',Yes,1,0
4652,1047,'1976',Yes,1,0
3593,1609,'1977',Yes,1,91
5792,1614,'1957',Yes,1,97
1446,902,'1979',No,1,105
864,1003,'1982',Yes,1,122
2980,778,'1992',Yes,1,0
3621,777,'1988',No,0,0
3199,1248,'1991',Yes,1,49
3863,1234,'1990',No,1,93
3129,1150,'1987',No,1,82
3017,1211,'1979',Yes,1,52
3259,1194,'1989',Yes,0,34
2836,1296,'1976',Yes,0,93
5671,1224,'1972',Yes,1,0
2188,701,'1981',Yes,1,0
4818,1259,'1996',Yes,1,0
4067,1456,'1989',No,1,96
4050,1586,'1990',Yes,1,91
4323,934,'1990',Yes,1,0
1688,855,'1962',No,1,103
2570,1105,'1981',No,1,93
2182,1310,'1984',Yes,1,98
3347,1225,'1987',No,1,95
2079,1188,'1987',Yes,0,94
3385,1074,'1966',Yes,1,93
3114,1400,'1986',Yes,0,91
3078,894,'1979',Yes,1,0
2333,567,'1987',Yes,1,0
3100,1057,'1991',No,0,93
1385,1238,'1953',Yes,1,118
3185,758,'1976',No,0,0
3199,1190,'1964',No,0,95
3469,1404,'1973',Yes,1,44
3885,1349,'1967',Yes,0,0
6936,1680,'1963',No,0,0
3730,1332,'1983',Yes,1,0
4056,1114,'1963',No,0,92
2278,966,'1984',Yes,1,93
4200,1232,'1986',Yes,1,0
3178,1130,'1976',Yes,0,0
4148,1137,'1979',No,1,0
3349,969,'1967',Yes,1,0
4361,669,'1979',Yes,0,0
3861,995,'1988',No,0,3
1474,929,'1989',No,1,100
5403,1272,'1992',No,0,0
5582,1271,'1989',No,1,0
3983,1032,'1982',Yes,1,0
6119,1646,'1979',No,0,93
3684,1302,'1950',Yes,1,29
3599,813,'1970',Yes,1,0
3964,994,'1986',No,1,0
2975,1249,'1976',Yes,1,94
2995,1028,'1985',Yes,1,0
2937,1170,'1980',No,1,28
4504,931,'1987',No,1,0
2151,974,'1957',Yes,1,93
4093,1398,'1965',No,0,91
3915,1117,'1984',No,0,32
2322,856,'1973',No,0,76
4011,1283,'1988',No,1,93
3509,843,'1986',No,0,0
4021,971,'1991',Yes,1,0
3527,768,'1990',No,0,0
3784,1291,'1991',Yes,0,91
2058,791,'1974',Yes,1,86
3107,856,'1965',No,0,93
4596,1349,'1996',Yes,0,0
3823,873,'1987',Yes,1,0
3445,1460,'1973',No,1,96
4615,1101,'1977',Yes,1,0
6428,1224,'1984',Yes,1,0
3309,987,'1987',Yes,1,0
4119,1492,'1958',Yes,1,0
3575,1102,'1963',No,1,29
3932,1386,'1968',Yes,0,0
4189,824,'1987',No,0,0
4684,1089,'1982',Yes,1,0
2956,1365,'1963',No,1,99
4428,1129,'1955',Yes,0,0
3281,1411,'1993',Yes,1,91
1865,1138,'1970',No,1,105
2480,932,'1977',No,1,94
4240,985,'1978',Yes,0,0
3029,1237,'1962',Yes,1,94
2773,961,'1989',Yes,0,0
3976,1120,'1990',Yes,1,0
794,1018,'1983',Yes,0,132
4233,1145,'1985',Yes,1,0
2705,835,'1975',No,1,64
3506,1159,'1990',No,1,92
1971,875,'1980',No,1,96
3193,1113,'1981',Yes,0,0
4727,1251,'1957',No,0,0
4108,1355,'1989',Yes,1,0
3984,799,'1989',Yes,1,0
1670,604,'1961',No,1,95
3497,834,'1992',Yes,1,0
2865,1212,'1986',Yes,1,0
3454,1075,'1992',Yes,1,50
3790,996,'1994',No,0,24
3747,1141,'1984',Yes,0,0
3501,941,'1978',No,1,8
2716,1091,'1988',Yes,1,18
4440,1240,'1991',Yes,0,0
5148,1542,'1979',Yes,0,0
3132,1583,'1989',Yes,0,97
4752,1234,'1973',Yes,0,0
3182,1053,'1975',Yes,0,77
4770,1427,'1990',Yes,1,0
3879,1119,'1970',Yes,1,0
2760,923,'1984',No,1,0
5068,1154,'1994',Yes,1,0
4847,1242,'1988',Yes,0,0
4493,1212,'1995',Yes,1,0
4852,1193,'1966',Yes,1,0
3757,1152,'1984',No,1,92
5116,1282,'1988',No,1,0
4357,1094,'1969',No,1,0
4075,1308,'1982',No,0,16
4362,770,'1986',No,1,0
3232,883,'1976',Yes,0,0
3778,963,'1991',Yes,1,0
2315,869,'1981',Yes,0,0
4561,1111,'1972',Yes,1,0
4604,1265,'1977',Yes,0,0
3780,1110,'1981',No,1,0
3609,916,'1979',No,1,0
4475,1192,'1983',No,1,89
2294,1142,'1982',Yes,0,45
3750,976,'1990',Yes,1,0
3769,838,'1979',No,1,0
3633,1385,'1988',Yes,0,0
4417,1407,'1992',Yes,1,0
4356,1251,'1993',No,0,93
2150,891,'1981',Yes,1,0
4377,1322,'1989',Yes,1,29
4326,1333,'1976',No,1,76
2168,1082,'1965',Yes,1,95
5940,1359,'1990',Yes,1,0
2675,1311,'1994',Yes,1,93
2145,1122,'1989',No,1,102
2560,1063,'1979',Yes,1,55
2009,807,'1968',Yes,1,51
5568,1069,'1987',No,1,0
5654,1469,'1984',Yes,0,0
4016,1128,'1995',Yes,1,0
4699,1599,'1979',Yes,1,0
3461,1241,'1966',Yes,1,55
4183,1118,'1992',Yes,1,0
3210,1071,'1987',No,0,0
4718,1480,'1953',Yes,0,60
4430,1350,'1994',No,0,91
2481,1160,'1966',No,1,97
2628,1000,'1989',Yes,0,91
2645,1191,'1988',No,1,99
5881,1021,'1950',Yes,1,0
3062,962,'1983',Yes,0,0
2007,925,'1977',No,0,98
4602,1137,'1989',Yes,1,0
4940,1595,'1987',Yes,1,0
4503,1193,'1980',Yes,1,0
3502,1001,'1989',Yes,1,0
2633,1031,'1982',Yes,1,27
2074,719,'1977',Yes,1,0
3251,1111,'1982',No,1,49
4521,1279,'1974',Yes,1,0
2318,887,'1994',Yes,1,0
3601,1434,'1983',No,0,101
4714,893,'1956',Yes,0,0
3074,850,'1982',Yes,0,0
4099,1286,'1992',Yes,1,0
1559,679,'1984',Yes,1,0
3160,832,'1981',Yes,1,0
4516,557,'1958',Yes,1,0
4914,1579,'1992',Yes,1,0
5016,1374,'1984',Yes,0,0
2915,1077,'1979',Yes,0,0
3588,1093,'1990',Yes,1,0
3291,999,'1994',Yes,0,0
4808,1422,'1945',Yes,1,44
3441,1263,'1990',Yes,1,0
3359,1266,'1983',Yes,1,67
3550,1072,'1996',Yes,0,0
3631,1292,'1965',No,1,93
4323,1250,'1980',No,0,0
5175,1240,'1983',No,0,0
4062,829,'1986',Yes,1,0
2850,945,'1974',Yes,1,0
3931,1156,'1988',Yes,1,0
1823,1049,'1960',Yes,1,101
3140,1249,'1964',Yes,0,92
4041,1076,'1978',No,1,0
2198,737,'1982',No,1,94
4045,1230,'1967',Yes,1,0
5109,1311,'1984',No,1,0
3415,883,'1990',Yes,1,35
2274,1097,'1992',No,1,104
1819,720,'1987',No,1,96
